750.21,94.48
752.14,94.36
754.07,94.35
756.00,94.13
757.92,93.90
759.85,93.85
761.78,93.61
763.71,93.28
765.64,93.05
767.57,92.60
769.50,92.17
771.42,91.76
773.35,91.69
775.28,91.46
777.21,91.03
779.14,90.62
781.07,90.29
783.00,90.06
784.92,89.67
786.85,89.16
788.78,88.62
790.71,88.22
792.64,88.02
794.57,87.84
796.50,87.51
798.42,87.12
800.35,86.76
802.28,86.41
804.21,85.93
806.14,85.24
808.07,84.72
810.00,84.43
811.92,84.06
813.85,83.71
815.78,83.78
817.71,83.68
819.64,83.33
821.57,83.38
823.50,83.51
825.42,83.78
827.35,83.89
829.28,83.86
831.21,83.95
833.14,84.15
835.07,84.28
837.00,84.46
838.92,84.78
840.85,84.99
842.78,85.17
844.71,85.32
846.64,85.40
848.57,85.41
850.50,85.35
852.42,85.29
854.35,85.22
856.28,85.23
858.21,85.18
860.14,84.90
862.07,84.66
864.00,84.38
865.92,84.15
867.85,83.86
869.78,83.68
871.71,83.43
873.64,83.28
875.57,83.35
877.50,83.26
879.42,83.13
881.35,83.11
883.28,83.06
885.21,82.99
887.14,83.07
889.07,83.21
891.00,83.33
892.92,83.40
894.85,83.50
896.78,83.67
898.71,83.95
900.64,84.22
902.57,84.44
904.50,84.66
906.42,84.84
908.35,85.14
910.28,85.50
912.21,85.83
914.14,86.15
916.07,86.58
918.00,87.03
919.92,87.37
921.85,87.61
923.78,87.86
925.71,88.31
927.64,88.75
929.57,89.12
931.50,89.45
933.42,89.79
935.35,90.12
937.28,90.44
939.21,90.70
941.14,91.03
943.07,91.42
945.00,91.85
946.92,92.22
948.85,92.47
950.78,92.75
952.71,93.06
954.64,93.22
956.57,93.45
958.50,93.78
960.42,93.94
962.35,94.05
964.28,94.16
966.21,94.32
968.14,94.49
970.07,94.56
972.00,94.65
973.92,94.66
975.85,94.69
977.78,94.83
979.71,94.86
981.64,94.86
983.57,95.02
985.50,95.09
987.42,95.03
989.35,95.12
991.28,95.36
993.21,95.41
995.14,95.55
997.07,95.82
999.00,95.83
1000.92,95.71
1002.85,95.81
1004.78,95.98
1006.71,96.08
1008.64,96.21
1010.57,96.28
1012.50,96.32
1014.42,96.52
1016.35,96.71
1018.28,96.82
1020.21,97.05
1022.14,97.22
1024.07,97.19
1026.00,97.09
1027.92,97.11
1029.85,97.24
1031.78,97.47
1033.71,97.54
1035.64,97.46
1037.57,97.40
1039.50,97.27
1041.42,97.28
1043.35,97.35
1045.28,97.38
1047.21,97.35
1049.14,97.33
1051.07,97.22
1053.00,97.25
1054.92,97.35
1056.85,97.35
1058.78,97.40
1060.71,97.66
1062.64,97.88
1064.57,98.01
1066.50,98.10
1068.42,98.16
1070.35,98.30
1072.28,98.38
1074.21,98.36
1076.14,98.31
1078.07,98.19
1080.00,98.12
1081.92,98.22
1083.85,98.21
1085.78,98.10
1087.71,97.98
1089.64,97.92
1091.57,97.77
1093.50,97.59
1095.42,97.56
1097.35,97.62
1099.28,97.67
1101.21,97.80
1103.14,98.04
1105.07,98.28
1107.00,98.40
1108.92,98.47
1110.85,98.55
1112.78,98.67
1114.71,98.73
1116.64,98.76
1118.57,98.85
1120.50,98.85
1122.42,98.78
1124.35,98.78
1126.28,98.89
1128.21,98.93
1130.14,98.91
1132.07,98.88
1134.00,98.93
1135.92,99.01
1137.85,99.02
1139.78,99.01
1141.71,99.03
1143.64,99.02
1145.57,99.02
1147.49,99.00
1149.42,98.96
1151.35,98.98
1153.28,99.04
1155.21,99.02
1157.14,98.93
1159.07,98.95
1160.99,98.95
1162.92,98.96
1164.85,99.01
1166.78,99.04
1168.71,99.05
1170.64,99.07
1172.57,99.11
1174.49,99.11
1176.42,99.04
1178.35,99.02
1180.28,99.12
1182.21,99.14
1184.14,99.09
1186.07,99.12
1187.99,99.13
1189.92,99.09
1191.85,99.11
1193.78,99.15
1195.71,99.14
1197.64,99.12
1199.57,99.08
1201.49,99.16
1203.42,99.21
1205.35,99.18
1207.28,99.21
1209.21,99.28
1211.14,99.30
1213.07,99.28
1214.99,99.29
1216.92,99.24
1218.85,99.22
1220.78,99.30
1222.71,99.31
1224.64,99.26
1226.57,99.23
1228.49,99.25
1230.42,99.34
1232.35,99.30
1234.28,99.22
1236.21,99.26
1238.14,99.31
1240.07,99.30
1241.99,99.25
1243.92,99.22
1245.85,99.21
1247.78,99.20
1249.71,99.24
1251.64,99.28
1253.57,99.27
1255.49,99.24
1257.42,99.27
1259.35,99.28
1261.28,99.31
1263.21,99.28
1265.14,99.27
1267.07,99.30
1268.99,99.31
1270.92,99.28
1272.85,99.24
1274.78,99.21
1276.71,99.17
1278.64,99.12
1280.57,99.08
1282.49,99.08
1284.42,99.06
1286.35,99.06
1288.28,99.08
1290.21,99.05
1292.14,98.95
1294.07,98.91
1295.99,98.88
