3
356		356		356	
D1 335:345-700		XCorr 335:345-700		COR D1 335:345-700	
X	Y	X	Y	X	Y
345	222.053	345	0.992697	345	278.136
346	422.125	346	0.99314	346	525.603
347	272.069	347	0.992697	347	336.237
348	142.03	348	0.99092	348	174.443
349	192.044	349	0.994915	349	233.069
350	382.109	350	0.995361	350	459.842
351	292.076	351	0.992252	351	352.174
352	192.044	352	0.992697	352	231.179
353	252.063	353	0.99092	353	301.324
354	302.079	354	0.995361	354	356.346
355	182.041	355	0.997581	355	214.709
356	122.025	356	0.994915	356	144.606
357	192.044	357	0.99314	357	225.431
358	302.079	358	0.994472	358	350.103
359	292.076	359	0.997135	359	336.583
360	322.087	360	0.992697	360	371.694
361	182.041	361	0.996248	361	210.327
362	202.047	362	0.994472	362	234.966
363	282.073	363	0.993584	363	327.413
364	82.0153	364	0.992697	364	95.0184
365	182.041	365	0.990477	365	211.075
366	182.041	366	0.997581	366	209.273
367	282.073	367	0.995361	367	324.587
368	252.063	368	0.994472	368	289.952
369	82.0153	369	0.994028	369	94.7882
370	312.083	370	0.994915	370	361.895
371	182.041	371	0.996248	371	209.907
372	82.0153	372	0.994915	372	94.2866
373	292.076	373	0.997581	373	335.046
374	262.066	374	0.997135	374	300.904
375	272.069	375	0.996692	375	311.4
376	122.025	376	0.995361	376	139.345
377	202.047	377	0.991808	377	231.436
378	262.066	378	0.993584	378	299.498
379	262.066	379	0.995804	379	297.249
380	192.044	380	0.994472	380	216.958
381	142.03	381	0.994028	381	161.836
382	172.038	382	0.995804	382	197.261
383	282.073	383	0.993584	383	321.82
384	182.041	384	0.993584	384	206.19
385	312.083	385	0.991365	385	353.838
386	222.053	386	0.996692	386	250.108
387	172.038	387	0.994472	387	194.028
388	212.05	388	0.995804	388	238.613
389	232.056	389	0.992697	389	262.095
390	292.076	390	0.994472	390	329.486
391	252.063	391	0.996692	391	283.518
392	152.033	392	0.995361	392	171.115
393	372.105	393	0.997135	393	415.681
394	312.083	394	0.995361	394	347.249
395	362.101	395	0.996692	395	403.379
396	492.155	396	0.996248	396	549.882
397	742.285	397	0.997581	397	826.475
398	1572.95	398	0.994472	398	1753.07
399	2063.52	399	0.994028	399	2295.83
400	3265.44	400	0.989145	400	3643.03
401	4077.17	401	0.994472	401	4537.24
402	4387.92	402	0.99314	402	4903.61
403	5902.32	403	0.994472	403	6572.73
404	5711.7	404	0.995804	404	6337.99
405	5721.74	405	0.993584	405	6307.25
406	6293.66	406	0.997135	406	6851.54
407	5882.26	407	0.994472	407	6430.58
408	6022.73	408	0.994915	408	6591.19
409	6805.52	409	0.995361	409	7435.71
410	6343.83	410	0.994915	410	6926.14
411	7076.57	411	0.994472	411	7737.76
412	6554.59	412	0.997581	412	7152.23
413	6143.14	413	0.992697	413	6714.14
414	5922.39	414	0.991808	414	6457.35
415	6785.45	415	0.992697	415	7384.15
416	6253.52	416	0.996248	416	6774.06
