3
356		356		356	
D1 335:345-700		XCorr 335:345-700		COR D1 335:345-700	
X	Y	X	Y	X	Y
345	12.0003	345	0.995804	345	14.9842
346	102.02	346	1.00158	346	125.959
347	22.0023	347	0.998468	347	27.0344
348	42.0064	348	0.999356	348	51.1572
349	92.0177	349	0.995804	349	111.575
350	82.0153	350	1.00024	350	98.2178
351	-68.0137	351	1.00202	351	-81.2088
352	32.0043	352	0.9998	352	38.2525
353	-68.0137	353	0.998468	353	-80.6914
354	32.0043	354	0.998912	354	37.6195
355	72.013	355	0.998024	355	84.8981
356	-78.0152	356	0.998912	356	-92.0821
357	-48.0105	357	1.00069	357	-55.9321
358	-18.0054	358	0.996692	358	-20.8213
359	-48.0105	359	0.999356	359	-55.2035
360	22.0023	360	0.998024	360	25.2555
361	1.99832	361	1.00202	361	2.29552
362	-68.0137	362	0.9998	362	-78.6735
363	-18.0054	363	0.998024	363	-20.8066
364	-8.00354	364	1.00291	364	-9.17806
365	1.99832	365	1.00069	365	2.29339
366	92.0177	366	0.9998	366	105.548
367	92.0177	367	1.00069	367	105.323
368	42.0064	368	1.00291	368	47.9142
369	42.0064	369	1.00024	369	48.2467
370	-68.0137	370	0.998024	370	-78.6238
371	-98.0181	371	1.00069	371	-112.52
372	-128.022	372	1.00158	372	-146.198
373	12.0003	373	1.00158	373	13.7108
374	-98.0181	374	0.997581	374	-112.494
375	-28.0071	375	0.999356	375	-31.9704
376	42.0064	376	1.00158	376	47.671
377	82.0153	377	0.9998	377	93.1938
378	-8.00354	378	0.998024	378	-9.10603
379	-88.0167	379	1.00246	379	-99.17
380	82.0153	380	0.994472	380	92.6553
381	-68.0137	381	0.998912	381	-77.1191
382	-38.0089	382	1.00069	382	-43.3686
383	-8.00354	383	0.998468	383	-9.08668
384	112.023	384	0.994915	384	126.713
385	-78.0152	385	0.998912	385	-87.7849
386	-18.0054	386	1.00335	386	-20.1456
387	102.02	387	0.9998	387	114.447
388	-18.0054	388	1.00024	388	-20.1709
389	202.047	389	1.00069	389	226.379
390	-18.0054	390	1.00113	390	-20.1765
391	82.0153	391	1.00291	391	91.6783
392	22.0023	392	1.00468	392	24.534
393	82.0153	393	0.998912	393	91.4567
394	212.05	394	1.00024	394	234.792
395	342.094	395	1.00246	395	378.897
396	642.229	396	0.998024	396	716.282
397	1502.88	397	1.00024	397	1668.88
398	2073.53	398	1.00202	398	2293.57
399	3546	399	1.00335	399	3908.55
400	5330.52	400	0.999356	400	5886.13
401	6544.56	401	0.997581	401	7260.36
402	8713.69	402	1.00202	402	9651.48
403	10080.7	403	1.00335	403	11126.4
404	10985.9	404	0.9998	404	12141.8
405	11348.1	405	1.00246	405	12398.6
406	12153.2	406	1.00069	406	13183.6
407	12314.3	407	0.999356	407	13396.4
408	12727.1	408	0.998468	408	13878.8
409	13291.1	409	1.00158	409	14431.7
410	13220.6	410	1.00069	410	14350.8
411	14238.1	411	1.00202	411	15451.1
